,Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med,fasta_header
34,BGENL3006-24_r_1_s_100_BGENL3006-24,BGENL3006-24,7109238,12416,238,1569,0.0,1324.0,864.1472275334608,905.0,>BGENL3006-24_r_1_s_100_BGENL3006-24
35,BGENL2947-24_r_1.3_s_100_BGENL2947-24,BGENL2947-24,8229907,1719,304,1569,0.0,219.0,108.4225621414914,114.0,>BGENL2947-24_r_1.3_s_100_BGENL2947-24
36,BGENL2996-24_r_1.5_s_100_BGENL2996-24,BGENL2996-24,8893552,3596,901,1569,0.0,606.0,203.96749521988528,191.0,>BGENL2996-24_r_1.5_s_100_BGENL2996-24
37,BGENL3004-24_r_1.5_s_50_BGENL3004-24,BGENL3004-24,4400931,253,627,1569,0.0,37.0,10.510516252390058,9.0,>BGENL3004-24_r_1.5_s_50_BGENL3004-24
38,BGENL2976-24_r_1.3_s_100_BGENL2976-24,BGENL2976-24,9066027,100902,30404,1569,0.0,16928.0,6893.8068833652005,6955.0,>BGENL2976-24_r_1.3_s_100_BGENL2976-24
39,BGENL3005-24_r_1.5_s_100_BGENL3005-24,BGENL3005-24,7621369,3457,3037,1569,0.0,657.0,209.8374760994264,179.0,>BGENL3005-24_r_1.5_s_100_BGENL3005-24
40,BGENL2982-24_r_1.5_s_50_BGENL2982-24,BGENL2982-24,5888087,68,2502,1569,0.0,41.0,3.502868068833652,0.0,>BGENL2982-24_r_1.5_s_50_BGENL2982-24
41,BGENL2984-24_r_1_s_100_BGENL2984-24,BGENL2984-24,7448517,1139,507,1569,0.0,147.0,71.81261950286807,76.0,>BGENL2984-24_r_1_s_100_BGENL2984-24
42,BGENL2953-24_r_1_s_50_BGENL2953-24,BGENL2953-24,10898590,527973,75908,1569,0.0,49350.0,35217.58126195029,35329.0,>BGENL2953-24_r_1_s_50_BGENL2953-24
43,BGENL2953-24_r_1.3_s_50_BGENL2953-24,BGENL2953-24,10898590,504200,75908,1569,0.0,49343.0,33804.41300191205,34641.0,>BGENL2953-24_r_1.3_s_50_BGENL2953-24
44,BGENL2951-24_r_1_s_100_BGENL2951-24,BGENL2951-24,9919015,4639,235,1569,0.0,479.0,279.73231357552584,275.0,>BGENL2951-24_r_1_s_100_BGENL2951-24
45,BGENL2996-24_r_1.5_s_50_BGENL2996-24,BGENL2996-24,8893552,5117,901,1569,0.0,683.0,251.8565965583174,236.0,>BGENL2996-24_r_1.5_s_50_BGENL2996-24
46,BGENL3037-24_r_1_s_100_BGENL3037-24,BGENL3037-24,11450613,1309,724,1554,0.0,257.0,109.8108108108108,147.5,>BGENL3037-24_r_1_s_100_BGENL3037-24
47,BGENL2949-24_r_1.3_s_100_BGENL2949-24,BGENL2949-24,2232909,50,902,1569,0.0,34.0,3.973231357552581,0.0,>BGENL2949-24_r_1.3_s_100_BGENL2949-24
48,BGENL2955-24_r_1.5_s_100_BGENL2955-24,BGENL2955-24,7183294,88322,2255,1569,0.0,13363.0,5962.453154875717,6469.0,>BGENL2955-24_r_1.5_s_100_BGENL2955-24
49,BGENL3029-24_r_1.5_s_100_BGENL3029-24,BGENL3029-24,6889479,90,21,1554,0.0,28.0,5.359073359073359,0.0,>BGENL3029-24_r_1.5_s_100_BGENL3029-24
50,BGENL2974-24_r_1.3_s_50_BGENL2974-24,BGENL2974-24,11263676,14541,3701,1569,0.0,1840.0,1118.6500956022944,1160.0,>BGENL2974-24_r_1.3_s_50_BGENL2974-24
51,BGENL3030-24_r_1_s_100_BGENL3030-24,BGENL3030-24,7620222,28872,5839,1554,0.0,5164.0,2335.6138996139,3198.5,>BGENL3030-24_r_1_s_100_BGENL3030-24
52,BGENL2995-24_r_1.3_s_50_BGENL2995-24,BGENL2995-24,7915119,676,2360,1569,0.0,143.0,33.16443594646272,25.0,>BGENL2995-24_r_1.3_s_50_BGENL2995-24
53,BGENL2958-24_r_1.5_s_100_BGENL2958-24,BGENL2958-24,8709964,799,3422,1569,0.0,125.0,50.67686424474187,49.0,>BGENL2958-24_r_1.5_s_100_BGENL2958-24
54,BGENL3014-24_r_1.3_s_50_BGENL3014-24,BGENL3014-24,11089298,5253,8,1545,0.0,612.0,491.0660194174757,523.0,>BGENL3014-24_r_1.3_s_50_BGENL3014-24
55,BGENL2987-24_r_1.5_s_50_BGENL2987-24,BGENL2987-24,1531429,860,292,1569,0.0,151.0,45.02103250478012,30.0,>BGENL2987-24_r_1.5_s_50_BGENL2987-24
56,BGENL2959-24_r_1.3_s_50_BGENL2959-24,BGENL2959-24,6819558,3106,529,1569,0.0,280.0,166.23326959847037,175.0,>BGENL2959-24_r_1.3_s_50_BGENL2959-24
57,BGENL3013-24_r_1.3_s_100_BGENL3013-24,BGENL3013-24,10250437,12184,2280,1545,0.0,1506.0,1178.4058252427185,1250.0,>BGENL3013-24_r_1.3_s_100_BGENL3013-24
58,BGENL2994-24_r_1.3_s_100_BGENL2994-24,BGENL2994-24,8906937,1055,603,1569,0.0,196.0,60.87762906309752,53.0,>BGENL2994-24_r_1.3_s_100_BGENL2994-24
59,BGENL2965-24_r_1_s_50_BGENL2965-24,BGENL2965-24,6387313,1463,111,1569,0.0,130.0,84.40344168260039,88.0,>BGENL2965-24_r_1_s_50_BGENL2965-24
60,BGENL3021-24_r_1.3_s_50_BGENL3021-24,BGENL3021-24,14357905,2959,168,1554,0.0,589.0,223.8571428571429,227.0,>BGENL3021-24_r_1.3_s_50_BGENL3021-24
61,BGENL3038-24_r_1_s_50_BGENL3038-24,BGENL3038-24,10236759,9768,541,1557,1.0,949.0,672.3526011560693,681.0,>BGENL3038-24_r_1_s_50_BGENL3038-24
62,BGENL2985-24_r_1.3_s_100_BGENL2985-24,BGENL2985-24,2453403,44,517,1569,0.0,30.0,3.344168260038241,0.0,>BGENL2985-24_r_1.3_s_100_BGENL2985-24
63,BGENL3005-24_r_1.3_s_50_BGENL3005-24,BGENL3005-24,7621369,6104,3037,1569,0.0,728.0,339.6175908221797,339.0,>BGENL3005-24_r_1.3_s_50_BGENL3005-24
64,BGENL2982-24_r_1.3_s_50_BGENL2982-24,BGENL2982-24,5888087,222,2502,1569,0.0,129.0,12.604206500956025,3.0,>BGENL2982-24_r_1.3_s_50_BGENL2982-24
65,BGENL2954-24_r_1.5_s_100_BGENL2954-24,BGENL2954-24,6823549,1209,211,1569,0.0,123.0,68.97131931166348,71.0,>BGENL2954-24_r_1.5_s_100_BGENL2954-24
66,BGENL3025-24_r_1.5_s_50_BGENL3025-24,BGENL3025-24,7945188,4252,2012,1554,0.0,757.0,260.2046332046332,157.0,>BGENL3025-24_r_1.5_s_50_BGENL3025-24
67,BGENL3008-24_r_1.3_s_100_BGENL3008-24,BGENL3008-24,17067802,5674,1488,1569,0.0,620.0,467.9923518164436,496.0,>BGENL3008-24_r_1.3_s_100_BGENL3008-24
68,BGENL3039-24_r_1.5_s_50_BGENL3039-24,BGENL3039-24,8664218,87058,528,1557,0.0,10994.0,5669.441233140655,6365.0,>BGENL3039-24_r_1.5_s_50_BGENL3039-24
69,BGENL3007-24_r_1.3_s_100_BGENL3007-24,BGENL3007-24,9919590,25268,871,1569,0.0,3131.0,2163.686424474188,2299.0,>BGENL3007-24_r_1.3_s_100_BGENL3007-24
70,BGENL2983-24_r_1_s_50_BGENL2983-24,BGENL2983-24,6404446,1960,505,1569,0.0,222.0,100.74952198852772,103.0,>BGENL2983-24_r_1_s_50_BGENL2983-24
71,BGENL2969-24_r_1.5_s_100_BGENL2969-24,BGENL2969-24,6097077,2425,1065,1569,0.0,516.0,143.1491395793499,146.0,>BGENL2969-24_r_1.5_s_100_BGENL2969-24
72,BGENL2967-24_r_1.5_s_100_BGENL2967-24,BGENL2967-24,6039053,719,406,1569,0.0,108.0,40.81644359464627,41.0,>BGENL2967-24_r_1.5_s_100_BGENL2967-24
73,BGENL3032-24_r_1.5_s_100_BGENL3032-24,BGENL3032-24,9316877,227,463,1554,0.0,57.0,13.111969111969112,0.0,>BGENL3032-24_r_1.5_s_100_BGENL3032-24
74,BGENL2969-24_r_1.3_s_100_BGENL2969-24,BGENL2969-24,6097077,3518,1065,1569,0.0,607.0,213.60994263862327,217.0,>BGENL2969-24_r_1.3_s_100_BGENL2969-24
75,BGENL2962-24_r_1.5_s_50_BGENL2962-24,BGENL2962-24,7429274,2590,1358,1569,0.0,235.0,114.19885277246654,114.0,>BGENL2962-24_r_1.5_s_50_BGENL2962-24
76,BGENL2960-24_r_1.5_s_100_BGENL2960-24,BGENL2960-24,11450259,596642,212513,1569,0.0,88964.0,46652.06309751434,54652.0,>BGENL2960-24_r_1.5_s_100_BGENL2960-24
77,BGENL3015-24_r_1.3_s_100_BGENL3015-24,BGENL3015-24,6828916,118,86,1545,0.0,21.0,7.607766990291262,7.0,>BGENL3015-24_r_1.3_s_100_BGENL3015-24
78,BGENL2972-24_r_1.3_s_100_BGENL2972-24,BGENL2972-24,8548726,2738,1221,1569,0.0,379.0,163.0057361376673,167.0,>BGENL2972-24_r_1.3_s_100_BGENL2972-24
79,BGENL2983-24_r_1.3_s_50_BGENL2983-24,BGENL2983-24,6404446,1465,505,1569,0.0,190.0,72.04206500956023,73.0,>BGENL2983-24_r_1.3_s_50_BGENL2983-24
80,BGENL2988-24_r_1.3_s_100_BGENL2988-24,BGENL2988-24,1977549,1536,1027,1569,0.0,290.0,99.4072657743786,99.0,>BGENL2988-24_r_1.3_s_100_BGENL2988-24
81,BGENL2950-24_r_1.5_s_50_BGENL2950-24,BGENL2950-24,6071111,214918,16223,1569,0.0,25797.0,14113.307839388146,14395.0,>BGENL2950-24_r_1.5_s_50_BGENL2950-24
82,BGENL3002-24_r_1.5_s_50_BGENL3002-24,BGENL3002-24,850244,75,165,1569,0.0,18.0,3.049713193116635,2.0,>BGENL3002-24_r_1.5_s_50_BGENL3002-24
83,BGENL2957-24_r_1.5_s_50_BGENL2957-24,BGENL2957-24,9898133,4823,2605,1569,0.0,666.0,246.81070745697895,227.0,>BGENL2957-24_r_1.5_s_50_BGENL2957-24
84,BGENL3030-24_r_1.5_s_50_BGENL3030-24,BGENL3030-24,7620222,19936,5839,1554,0.0,4679.0,1345.7779922779923,281.5,>BGENL3030-24_r_1.5_s_50_BGENL3030-24
85,BGENL3017-24_r_1.3_s_50_BGENL3017-24,BGENL3017-24,11977080,2815,3457,1545,0.0,312.0,256.6,274.0,>BGENL3017-24_r_1.3_s_50_BGENL3017-24
86,BGENL2963-24_r_1_s_50_BGENL2963-24,BGENL2963-24,7236077,4737,781,1569,121.0,374.0,244.11854684512429,234.0,>BGENL2963-24_r_1_s_50_BGENL2963-24
87,BGENL2967-24_r_1.3_s_100_BGENL2967-24,BGENL2967-24,6039053,826,406,1569,0.0,110.0,48.09751434034417,46.0,>BGENL2967-24_r_1.3_s_100_BGENL2967-24
88,BGENL3004-24_r_1.5_s_100_BGENL3004-24,BGENL3004-24,4400931,150,627,1569,0.0,34.0,7.4703632887189295,4.0,>BGENL3004-24_r_1.5_s_100_BGENL3004-24
89,BGENL2994-24_r_1.5_s_50_BGENL2994-24,BGENL2994-24,8906937,1069,603,1569,0.0,172.0,52.64435946462715,44.0,>BGENL2994-24_r_1.5_s_50_BGENL2994-24
90,BGENL2974-24_r_1.5_s_100_BGENL2974-24,BGENL2974-24,11263676,8688,3701,1569,0.0,1762.0,676.5449330783939,600.0,>BGENL2974-24_r_1.5_s_100_BGENL2974-24
91,BGENL2952-24_r_1.5_s_50_BGENL2952-24,BGENL2952-24,10177603,10318,1458,1569,0.0,1084.0,610.6175908221797,646.0,>BGENL2952-24_r_1.5_s_50_BGENL2952-24
92,BGENL2992-24_r_1_s_50_BGENL2992-24,BGENL2992-24,7085993,9261,1212,1569,0.0,972.0,527.1089866156788,537.0,>BGENL2992-24_r_1_s_50_BGENL2992-24
93,BGENL3016-24_r_1.3_s_50_BGENL3016-24,BGENL3016-24,9173406,14554,1903,1545,0.0,1696.0,1045.7844660194176,1122.0,>BGENL3016-24_r_1.3_s_50_BGENL3016-24
94,BGENL3019-24_r_1_s_50_BGENL3019-24,BGENL3019-24,16701291,10485,700,1545,0.0,3994.0,731.5514563106796,643.0,>BGENL3019-24_r_1_s_50_BGENL3019-24
95,BGENL3003-24_r_1_s_100_BGENL3003-24,BGENL3003-24,1069630,96,263,1569,0.0,43.0,7.621414913957935,5.0,>BGENL3003-24_r_1_s_100_BGENL3003-24
96,BGENL2960-24_r_1_s_50_BGENL2960-24,BGENL2960-24,11450259,848994,212513,1569,19.0,90373.0,64080.32122370937,66168.0,>BGENL2960-24_r_1_s_50_BGENL2960-24
97,BGENL3018-24_r_1_s_100_BGENL3018-24,BGENL3018-24,13065856,2346,143,1545,0.0,285.0,221.4504854368932,228.0,>BGENL3018-24_r_1_s_100_BGENL3018-24
98,BGENL2953-24_r_1_s_100_BGENL2953-24,BGENL2953-24,10898590,476514,75908,1569,0.0,48737.0,33436.72466539197,33542.0,>BGENL2953-24_r_1_s_100_BGENL2953-24
99,BGENL3020-24_r_1.3_s_100_BGENL3020-24,BGENL3020-24,15193702,2024,346,1545,0.0,257.0,175.926213592233,187.0,>BGENL3020-24_r_1.3_s_100_BGENL3020-24
100,BGENL2973-24_r_1.5_s_100_BGENL2973-24,BGENL2973-24,4001028,40480,13123,1569,0.0,8546.0,2590.162523900573,2367.0,>BGENL2973-24_r_1.5_s_100_BGENL2973-24
101,BGENL2954-24_r_1_s_50_BGENL2954-24,BGENL2954-24,6823549,1745,211,1569,0.0,159.0,90.53537284894836,89.0,>BGENL2954-24_r_1_s_50_BGENL2954-24
102,BGENL3008-24_r_1_s_50_BGENL3008-24,BGENL3008-24,17067802,6778,1488,1569,0.0,652.0,512.7112810707457,541.0,>BGENL3008-24_r_1_s_50_BGENL3008-24
103,BGENL3002-24_r_1_s_100_BGENL3002-24,BGENL3002-24,850244,91,165,1569,0.0,21.0,6.198852772466539,4.0,>BGENL3002-24_r_1_s_100_BGENL3002-24
104,BGENL2997-24_r_1_s_50_BGENL2997-24,BGENL2997-24,7965923,2490,1246,1569,0.0,266.0,141.55831739961758,148.0,>BGENL2997-24_r_1_s_50_BGENL2997-24
105,BGENL3032-24_r_1.3_s_100_BGENL3032-24,BGENL3032-24,9316877,366,463,1554,0.0,65.0,22.33204633204633,23.0,>BGENL3032-24_r_1.3_s_100_BGENL3032-24
106,BGENL2989-24_r_1.3_s_50_BGENL2989-24,BGENL2989-24,1725829,2423,269,1569,0.0,395.0,144.65965583173997,141.0,>BGENL2989-24_r_1.3_s_50_BGENL2989-24
107,BGENL2970-24_r_1_s_100_BGENL2970-24,BGENL2970-24,8025332,1843,2371,1569,0.0,355.0,128.82409177820267,106.0,>BGENL2970-24_r_1_s_100_BGENL2970-24
108,BGENL3020-24_r_1.5_s_100_BGENL3020-24,BGENL3020-24,15193702,1597,346,1545,0.0,257.0,136.11844660194174,162.0,>BGENL3020-24_r_1.5_s_100_BGENL3020-24
109,BGENL2975-24_r_1.3_s_50_BGENL2975-24,BGENL2975-24,8960314,12537,2258,1569,0.0,1543.0,862.5678776290631,871.0,>BGENL2975-24_r_1.3_s_50_BGENL2975-24
110,BGENL3016-24_r_1_s_100_BGENL3016-24,BGENL3016-24,9173406,15301,1903,1545,0.0,1664.0,1154.5106796116504,1166.0,>BGENL3016-24_r_1_s_100_BGENL3016-24
111,BGENL2964-24_r_1.3_s_50_BGENL2964-24,BGENL2964-24,4495979,280,1809,1569,0.0,73.0,12.296367112810708,8.0,>BGENL2964-24_r_1.3_s_50_BGENL2964-24
112,BGENL3010-24_r_1.5_s_50_BGENL3010-24,BGENL3010-24,1938149,2553,1838,1569,0.0,324.0,130.33652007648183,130.0,>BGENL3010-24_r_1.5_s_50_BGENL3010-24
113,BGENL3028-24_r_1_s_50_BGENL3028-24,BGENL3028-24,9341554,7433,2540,1554,0.0,1249.0,596.988416988417,795.0,>BGENL3028-24_r_1_s_50_BGENL3028-24
114,BGENL3024-24_r_1_s_100_BGENL3024-24,BGENL3024-24,7923418,1480,88,1557,0.0,173.0,97.52408477842005,98.0,>BGENL3024-24_r_1_s_100_BGENL3024-24
115,BGENL2993-24_r_1_s_100_BGENL2993-24,BGENL2993-24,8615127,3755,317,1569,0.0,579.0,234.6998087954111,202.0,>BGENL2993-24_r_1_s_100_BGENL2993-24
116,BGENL3000-24_r_1.3_s_50_BGENL3000-24,BGENL3000-24,1232535,22,468,1569,0.0,4.0,0.9904397705544932,0.0,>BGENL3000-24_r_1.3_s_50_BGENL3000-24
117,BGENL2952-24_r_1_s_50_BGENL2952-24,BGENL2952-24,10177603,12485,1458,1569,0.0,1095.0,734.2543021032504,718.0,>BGENL2952-24_r_1_s_50_BGENL2952-24
118,BGENL3030-24_r_1.3_s_100_BGENL3030-24,BGENL3030-24,7620222,23609,5839,1554,0.0,4574.0,1881.984555984556,2349.5,>BGENL3030-24_r_1.3_s_100_BGENL3030-24
119,BGENL3032-24_r_1.5_s_50_BGENL3032-24,BGENL3032-24,9316877,380,463,1554,0.0,82.0,17.47876447876448,1.0,>BGENL3032-24_r_1.5_s_50_BGENL3032-24
120,BGENL2972-24_r_1.5_s_50_BGENL2972-24,BGENL2972-24,8548726,2526,1221,1569,0.0,395.0,129.54493307839388,141.0,>BGENL2972-24_r_1.5_s_50_BGENL2972-24
121,BGENL3002-24_r_1_s_50_BGENL3002-24,BGENL3002-24,850244,190,165,1569,0.0,31.0,9.921606118546846,8.0,>BGENL3002-24_r_1_s_50_BGENL3002-24
122,BGENL2974-24_r_1_s_50_BGENL2974-24,BGENL2974-24,11263676,17434,3701,1569,0.0,1863.0,1330.4474187380497,1396.0,>BGENL2974-24_r_1_s_50_BGENL2974-24
123,BGENL3018-24_r_1_s_50_BGENL3018-24,BGENL3018-24,13065856,5957,143,1545,0.0,3599.0,321.75728155339806,234.0,>BGENL3018-24_r_1_s_50_BGENL3018-24
124,BGENL2999-24_r_1.3_s_50_BGENL2999-24,BGENL2999-24,4212303,2664,1433,1569,0.0,436.0,120.76864244741874,107.0,>BGENL2999-24_r_1.3_s_50_BGENL2999-24
125,BGENL2950-24_r_1.3_s_100_BGENL2950-24,BGENL2950-24,6071111,217956,16223,1569,13.0,25121.0,14896.875717017208,14814.0,>BGENL2950-24_r_1.3_s_100_BGENL2950-24
126,BGENL2971-24_r_1.3_s_50_BGENL2971-24,BGENL2971-24,9749289,3550,2356,1569,0.0,394.0,182.9904397705545,193.0,>BGENL2971-24_r_1.3_s_50_BGENL2971-24
127,BGENL3013-24_r_1.5_s_50_BGENL3013-24,BGENL3013-24,10250437,8454,2280,1545,0.0,1487.0,799.5300970873786,838.0,>BGENL3013-24_r_1.5_s_50_BGENL3013-24
128,BGENL3018-24_r_1.3_s_100_BGENL3018-24,BGENL3018-24,13065856,2210,143,1545,0.0,285.0,209.347572815534,228.0,>BGENL3018-24_r_1.3_s_100_BGENL3018-24
129,BGENL2947-24_r_1_s_100_BGENL2947-24,BGENL2947-24,8229907,1844,304,1569,0.0,229.0,118.8623326959847,123.0,>BGENL2947-24_r_1_s_100_BGENL2947-24
130,BGENL2954-24_r_1.3_s_50_BGENL2954-24,BGENL2954-24,6823549,1640,211,1569,0.0,137.0,84.54493307839388,85.0,>BGENL2954-24_r_1.3_s_50_BGENL2954-24
131,BGENL2992-24_r_1.3_s_50_BGENL2992-24,BGENL2992-24,7085993,7272,1212,1569,0.0,962.0,410.0630975143404,410.0,>BGENL2992-24_r_1.3_s_50_BGENL2992-24
132,BGENL3028-24_r_1.3_s_100_BGENL3028-24,BGENL3028-24,9341554,5351,2540,1554,0.0,1127.0,465.4555984555985,547.5,>BGENL3028-24_r_1.3_s_100_BGENL3028-24
133,BGENL2966-24_r_1.3_s_100_BGENL2966-24,BGENL2966-24,5272672,551,282,1569,0.0,79.0,32.510516252390055,30.0,>BGENL2966-24_r_1.3_s_100_BGENL2966-24
134,BGENL3038-24_r_1.5_s_100_BGENL3038-24,BGENL3038-24,10236759,6660,541,1557,0.0,782.0,486.14065510597305,548.0,>BGENL3038-24_r_1.5_s_100_BGENL3038-24
135,BGENL2993-24_r_1.5_s_100_BGENL2993-24,BGENL2993-24,8615127,2307,317,1569,0.0,460.0,137.5678776290631,113.0,>BGENL2993-24_r_1.5_s_100_BGENL2993-24
136,BGENL3002-24_r_1.3_s_100_BGENL3002-24,BGENL3002-24,850244,60,165,1569,0.0,15.0,3.0994263862332696,2.0,>BGENL3002-24_r_1.3_s_100_BGENL3002-24
137,BGENL3033-24_r_1_s_50_BGENL3033-24,BGENL3033-24,9215653,2299,243,1554,0.0,353.0,127.38223938223938,172.5,>BGENL3033-24_r_1_s_50_BGENL3033-24
138,BGENL2952-24_r_1_s_100_BGENL2952-24,BGENL2952-24,10177603,10574,1458,1569,0.0,1075.0,668.65965583174,647.0,>BGENL2952-24_r_1_s_100_BGENL2952-24
