,Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med,fasta_header
20,BBIOP3388-24_r_1.5_s_50_BBIOP3388-24,BBIOP3388-24,5750107,626,38,1533,43.0,88.0,65.14481409001957,64.0,>BBIOP3388-24_r_1.5_s_50_BBIOP3388-24
21,BBIOP3344-24_r_1.5_s_100_BBIOP3344-24,BBIOP3344-24,5861875,4041,216,1533,157.0,589.0,336.3248532289628,322.0,>BBIOP3344-24_r_1.5_s_100_BBIOP3344-24
22,BBIOP3396-24_r_1.5_s_100_BBIOP3396-24,BBIOP3396-24,2692556,792,33,1581,0.0,198.0,97.06451612903226,103.0,>BBIOP3396-24_r_1.5_s_100_BBIOP3396-24
23,BBIOP3391-24_r_1.3_s_100_BBIOP3391-24,BBIOP3391-24,6061657,837,548,1530,47.0,105.0,76.88039215686274,77.0,>BBIOP3391-24_r_1.3_s_100_BBIOP3391-24
24,BBIOP3351-24_r_1_s_50_BBIOP3351-24,BBIOP3351-24,5504900,5336,388,1533,202.0,779.0,388.4285714285714,378.0,>BBIOP3351-24_r_1_s_50_BBIOP3351-24
25,BBIOP3366-24_r_1_s_100_BBIOP3366-24,BBIOP3366-24,6147769,2500,98,1533,93.0,359.0,191.174168297456,171.0,>BBIOP3366-24_r_1_s_100_BBIOP3366-24
26,BBIOP3391-24_r_1_s_100_BBIOP3391-24,BBIOP3391-24,6061657,843,548,1530,47.0,105.0,77.5764705882353,78.0,>BBIOP3391-24_r_1_s_100_BBIOP3391-24
27,BBIOP3331-24_r_1_s_50_BBIOP3331-24,BBIOP3331-24,5323532,237,139,1536,0.0,35.0,13.970703125,13.0,>BBIOP3331-24_r_1_s_50_BBIOP3331-24
28,BBIOP3381-24_r_1.3_s_100_BBIOP3381-24,BBIOP3381-24,4772121,1342,198,1530,0.0,205.0,152.59411764705882,151.0,>BBIOP3381-24_r_1.3_s_100_BBIOP3381-24
29,BBIOP3387-24_r_1.5_s_50_BBIOP3387-24,BBIOP3387-24,5435972,1810,41,1530,84.0,480.0,170.10980392156864,152.0,>BBIOP3387-24_r_1.5_s_50_BBIOP3387-24
30,BBIOP3355-24_r_1.3_s_100_BBIOP3355-24,BBIOP3355-24,1349896,96,463,1533,0.0,43.0,9.160469667318983,5.0,>BBIOP3355-24_r_1.3_s_100_BBIOP3355-24
31,BBIOP3403-24_r_1.5_s_100_BBIOP3403-24,BBIOP3403-24,5150526,1617,40,1533,120.0,236.0,174.97260273972603,173.0,>BBIOP3403-24_r_1.5_s_100_BBIOP3403-24
32,BBIOP3378-24_r_1_s_50_BBIOP3378-24,BBIOP3378-24,6184108,2376,1524,1530,0.0,318.0,243.04509803921567,246.0,>BBIOP3378-24_r_1_s_50_BBIOP3378-24
33,BBIOP3334-24_r_1.5_s_100_BBIOP3334-24,BBIOP3334-24,3617941,706,283,1536,0.0,110.0,60.494140625,63.0,>BBIOP3334-24_r_1.5_s_100_BBIOP3334-24
34,BBIOP3361-24_r_1_s_50_BBIOP3361-24,BBIOP3361-24,7346121,1232,629,1536,0.0,165.0,92.71484375,88.0,>BBIOP3361-24_r_1_s_50_BBIOP3361-24
35,BBIOP3386-24_r_1.5_s_100_BBIOP3386-24,BBIOP3386-24,6615101,1687,383,1533,69.0,248.0,193.41682974559689,201.0,>BBIOP3386-24_r_1.5_s_100_BBIOP3386-24
36,BBIOP3386-24_r_1.3_s_50_BBIOP3386-24,BBIOP3386-24,6615101,1959,383,1533,76.0,313.0,200.65166340508807,206.0,>BBIOP3386-24_r_1.3_s_50_BBIOP3386-24
37,BBIOP3366-24_r_1.3_s_100_BBIOP3366-24,BBIOP3366-24,6147769,2453,98,1533,93.0,357.0,185.6829745596869,165.0,>BBIOP3366-24_r_1.3_s_100_BBIOP3366-24
38,BBIOP3380-24_r_1.3_s_100_BBIOP3380-24,BBIOP3380-24,5737077,3196,51,1530,0.0,469.0,366.6411764705882,367.5,>BBIOP3380-24_r_1.3_s_100_BBIOP3380-24
39,BBIOP3375-24_r_1_s_50_BBIOP3375-24,BBIOP3375-24,3965585,1839,273,1536,0.0,236.0,146.681640625,146.0,>BBIOP3375-24_r_1_s_50_BBIOP3375-24
40,BBIOP3339-24_r_1_s_50_BBIOP3339-24,BBIOP3339-24,4348805,774,291,1536,1.0,108.0,54.576171875,54.0,>BBIOP3339-24_r_1_s_50_BBIOP3339-24
41,BBIOP3365-24_r_1.5_s_50_BBIOP3365-24,BBIOP3365-24,7387943,708,591,1536,0.0,96.0,51.787109375,49.0,>BBIOP3365-24_r_1.5_s_50_BBIOP3365-24
42,BBIOP3372-24_r_1_s_50_BBIOP3372-24,BBIOP3372-24,5380998,1076,299,1533,19.0,139.0,76.31506849315069,77.0,>BBIOP3372-24_r_1_s_50_BBIOP3372-24
43,BBIOP3367-24_r_1.3_s_100_BBIOP3367-24,BBIOP3367-24,5957771,1930,398,1533,74.0,253.0,150.71037181996087,141.0,>BBIOP3367-24_r_1.3_s_100_BBIOP3367-24
44,BBIOP3417-24_r_1.5_s_50_BBIOP3417-24,BBIOP3417-24,4749727,578,104,1581,0.0,127.0,61.732447817836814,62.0,>BBIOP3417-24_r_1.5_s_50_BBIOP3417-24
45,BBIOP3352-24_r_1.5_s_50_BBIOP3352-24,BBIOP3352-24,7652428,1388,75,1530,57.0,221.0,102.21764705882352,96.0,>BBIOP3352-24_r_1.5_s_50_BBIOP3352-24
46,BBIOP3362-24_r_1.3_s_100_BBIOP3362-24,BBIOP3362-24,5624415,1508,19,1536,0.0,207.0,116.298828125,109.0,>BBIOP3362-24_r_1.3_s_100_BBIOP3362-24
47,BBIOP3415-24_r_1.5_s_50_BBIOP3415-24,BBIOP3415-24,6257008,1176,24,1530,65.0,173.0,110.9078431372549,112.0,>BBIOP3415-24_r_1.5_s_50_BBIOP3415-24
48,BBIOP3391-24_r_1_s_50_BBIOP3391-24,BBIOP3391-24,6061657,1069,548,1530,49.0,123.0,84.21764705882353,84.0,>BBIOP3391-24_r_1_s_50_BBIOP3391-24
49,BBIOP3332-24_r_1.3_s_100_BBIOP3332-24,BBIOP3332-24,7256077,429,951,1536,0.0,80.0,42.9765625,47.0,>BBIOP3332-24_r_1.3_s_100_BBIOP3332-24
50,BBIOP3399-24_r_1_s_50_BBIOP3399-24,BBIOP3399-24,4846000,1544,285,1530,115.0,220.0,166.45098039215685,164.5,>BBIOP3399-24_r_1_s_50_BBIOP3399-24
51,BBIOP3353-24_r_1.3_s_100_BBIOP3353-24,BBIOP3353-24,7216328,509,371,1530,19.0,59.0,40.13333333333333,42.0,>BBIOP3353-24_r_1.3_s_100_BBIOP3353-24
52,BBIOP3420-24_r_1.3_s_100_BBIOP3420-24,BBIOP3420-24,1386415,706,195,1527,0.0,135.0,45.90962671905697,37.0,>BBIOP3420-24_r_1.3_s_100_BBIOP3420-24
53,BBIOP3402-24_r_1.5_s_100_BBIOP3402-24,BBIOP3402-24,4121409,579,230,1530,40.0,84.0,64.8529411764706,67.0,>BBIOP3402-24_r_1.5_s_100_BBIOP3402-24
54,BBIOP3393-24_r_1.3_s_50_BBIOP3393-24,BBIOP3393-24,6191365,1319,601,1530,0.0,182.0,117.44313725490196,120.0,>BBIOP3393-24_r_1.3_s_50_BBIOP3393-24
55,BBIOP3378-24_r_1.3_s_100_BBIOP3378-24,BBIOP3378-24,6184108,2153,1524,1530,0.0,303.0,235.6235294117647,242.0,>BBIOP3378-24_r_1.3_s_100_BBIOP3378-24
56,BBIOP3327-24_r_1.5_s_50_BBIOP3327-24,BBIOP3327-24,2908286,2577,119,1530,163.0,399.0,248.3607843137255,244.0,>BBIOP3327-24_r_1.5_s_50_BBIOP3327-24
57,BBIOP3412-24_r_1_s_50_BBIOP3412-24,BBIOP3412-24,5963644,1098,496,1527,1.0,164.0,108.16306483300588,114.0,>BBIOP3412-24_r_1_s_50_BBIOP3412-24
58,BBIOP3376-24_r_1_s_50_BBIOP3376-24,BBIOP3376-24,4460160,647,294,1530,3.0,93.0,35.01960784313726,36.0,>BBIOP3376-24_r_1_s_50_BBIOP3376-24
59,BBIOP3342-24_r_1_s_50_BBIOP3342-24,BBIOP3342-24,4501162,987,11,1533,34.0,136.0,68.68884540117416,66.0,>BBIOP3342-24_r_1_s_50_BBIOP3342-24
60,BBIOP3413-24_r_1.5_s_50_BBIOP3413-24,BBIOP3413-24,4961046,612,352,1527,0.0,90.0,63.45776031434185,70.0,>BBIOP3413-24_r_1.5_s_50_BBIOP3413-24
61,BBIOP3336-24_r_1.3_s_100_BBIOP3336-24,BBIOP3336-24,7335947,725,82,1536,0.0,118.0,53.830078125,49.0,>BBIOP3336-24_r_1.3_s_100_BBIOP3336-24
62,BBIOP3346-24_r_1.5_s_100_BBIOP3346-24,BBIOP3346-24,4158757,312,5,1530,9.0,41.0,23.29607843137255,22.0,>BBIOP3346-24_r_1.5_s_100_BBIOP3346-24
63,BBIOP3377-24_r_1_s_100_BBIOP3377-24,BBIOP3377-24,7074694,2985,1317,1530,137.0,370.0,268.52156862745096,271.0,>BBIOP3377-24_r_1_s_100_BBIOP3377-24
64,BBIOP3409-24_r_1_s_50_BBIOP3409-24,BBIOP3409-24,4432034,5024,45,1530,397.0,782.0,517.8901960784314,503.5,>BBIOP3409-24_r_1_s_50_BBIOP3409-24
65,BBIOP3333-24_r_1.5_s_50_BBIOP3333-24,BBIOP3333-24,6917177,436,468,1536,0.0,75.0,30.375,29.0,>BBIOP3333-24_r_1.5_s_50_BBIOP3333-24
66,BBIOP3342-24_r_1.5_s_50_BBIOP3342-24,BBIOP3342-24,4501162,888,11,1533,33.0,135.0,62.37964774951077,59.0,>BBIOP3342-24_r_1.5_s_50_BBIOP3342-24
67,BBIOP3345-24_r_1_s_100_BBIOP3345-24,BBIOP3345-24,7629809,1709,15,1530,106.0,236.0,150.29019607843136,150.0,>BBIOP3345-24_r_1_s_100_BBIOP3345-24
68,BBIOP3390-24_r_1.5_s_50_BBIOP3390-24,BBIOP3390-24,7370723,2083,759,1533,130.0,296.0,203.86888454011745,200.0,>BBIOP3390-24_r_1.5_s_50_BBIOP3390-24
69,BBIOP3384-24_r_1.3_s_50_BBIOP3384-24,BBIOP3384-24,4097211,2033,280,1530,180.0,302.0,226.1137254901961,220.0,>BBIOP3384-24_r_1.3_s_50_BBIOP3384-24
70,BBIOP3351-24_r_1.5_s_50_BBIOP3351-24,BBIOP3351-24,5504900,4974,388,1533,200.0,748.0,366.20939334637967,358.0,>BBIOP3351-24_r_1.5_s_50_BBIOP3351-24
71,BBIOP3380-24_r_1.5_s_100_BBIOP3380-24,BBIOP3380-24,5737077,3157,51,1530,0.0,469.0,363.6705882352941,365.5,>BBIOP3380-24_r_1.5_s_100_BBIOP3380-24
72,BBIOP3412-24_r_1.3_s_100_BBIOP3412-24,BBIOP3412-24,5963644,915,496,1527,0.0,142.0,102.74066797642436,109.0,>BBIOP3412-24_r_1.3_s_100_BBIOP3412-24
73,BBIOP3380-24_r_1_s_100_BBIOP3380-24,BBIOP3380-24,5737077,3202,51,1530,0.0,471.0,367.2843137254902,368.0,>BBIOP3380-24_r_1_s_100_BBIOP3380-24
74,BBIOP3342-24_r_1_s_100_BBIOP3342-24,BBIOP3342-24,4501162,856,11,1533,27.0,119.0,64.69275929549902,63.0,>BBIOP3342-24_r_1_s_100_BBIOP3342-24
75,BBIOP3389-24_r_1.3_s_100_BBIOP3389-24,BBIOP3389-24,7907395,1679,877,1533,120.0,227.0,174.10567514677103,174.0,>BBIOP3389-24_r_1.3_s_100_BBIOP3389-24
76,BBIOP3337-24_r_1.5_s_50_BBIOP3337-24,BBIOP3337-24,1205776,135,139,1536,0.0,27.0,9.685546875,8.0,>BBIOP3337-24_r_1.5_s_50_BBIOP3337-24
77,BBIOP3358-24_r_1.5_s_50_BBIOP3358-24,BBIOP3358-24,1850841,126,436,1533,0.0,33.0,7.87279843444227,4.0,>BBIOP3358-24_r_1.5_s_50_BBIOP3358-24
78,BBIOP3352-24_r_1_s_50_BBIOP3352-24,BBIOP3352-24,7652428,1558,75,1530,58.0,229.0,110.55686274509804,106.0,>BBIOP3352-24_r_1_s_50_BBIOP3352-24
79,BBIOP3364-24_r_1_s_100_BBIOP3364-24,BBIOP3364-24,18588,1,0,1536,0.0,1.0,0.060546875,0.0,>BBIOP3364-24_r_1_s_100_BBIOP3364-24
80,BBIOP3406-24_r_1_s_100_BBIOP3406-24,BBIOP3406-24,7685845,5293,453,1530,403.0,693.0,562.1078431372549,565.5,>BBIOP3406-24_r_1_s_100_BBIOP3406-24
81,BBIOP3395-24_r_1.5_s_100_BBIOP3395-24,BBIOP3395-24,4499270,224,421,1581,0.0,70.0,22.009487666034158,19.0,>BBIOP3395-24_r_1.5_s_100_BBIOP3395-24
82,BBIOP3382-24_r_1.3_s_50_BBIOP3382-24,BBIOP3382-24,1579260,929,156,1530,0.0,155.0,94.7,95.0,>BBIOP3382-24_r_1.3_s_50_BBIOP3382-24
83,BBIOP3357-24_r_1.5_s_100_BBIOP3357-24,BBIOP3357-24,4151584,167,516,1533,0.0,60.0,12.197651663405088,6.0,>BBIOP3357-24_r_1.5_s_100_BBIOP3357-24
84,BBIOP3371-24_r_1_s_100_BBIOP3371-24,BBIOP3371-24,2528454,675,139,1533,7.0,128.0,42.76712328767123,40.0,>BBIOP3371-24_r_1_s_100_BBIOP3371-24
85,BBIOP3417-24_r_1_s_50_BBIOP3417-24,BBIOP3417-24,4749727,1157,104,1581,0.0,205.0,108.0796963946869,110.0,>BBIOP3417-24_r_1_s_50_BBIOP3417-24
86,BBIOP3349-24_r_1_s_50_BBIOP3349-24,BBIOP3349-24,3475496,939,191,1533,43.0,127.0,75.98825831702544,76.0,>BBIOP3349-24_r_1_s_50_BBIOP3349-24
87,BBIOP3419-24_r_1.3_s_100_BBIOP3419-24,BBIOP3419-24,7380504,1403,2842,1527,0.0,239.0,86.39292730844794,88.0,>BBIOP3419-24_r_1.3_s_100_BBIOP3419-24
88,BBIOP3386-24_r_1.3_s_100_BBIOP3386-24,BBIOP3386-24,6615101,1702,383,1533,75.0,251.0,194.7651663405088,201.0,>BBIOP3386-24_r_1.3_s_100_BBIOP3386-24
89,BBIOP3331-24_r_1_s_100_BBIOP3331-24,BBIOP3331-24,5323532,123,139,1536,0.0,28.0,10.5546875,9.0,>BBIOP3331-24_r_1_s_100_BBIOP3331-24
90,BBIOP3397-24_r_1.5_s_100_BBIOP3397-24,BBIOP3397-24,4420874,1711,736,1581,0.0,427.0,203.23908918406076,204.0,>BBIOP3397-24_r_1.5_s_100_BBIOP3397-24
91,BBIOP3329-24_r_1_s_100_BBIOP3329-24,BBIOP3329-24,4090106,1783,422,1530,108.0,246.0,190.4607843137255,190.0,>BBIOP3329-24_r_1_s_100_BBIOP3329-24
92,BBIOP3411-24_r_1.5_s_100_BBIOP3411-24,BBIOP3411-24,6873074,1018,500,1527,0.0,177.0,114.48919449901769,121.0,>BBIOP3411-24_r_1.5_s_100_BBIOP3411-24
93,BBIOP3385-24_r_1.5_s_100_BBIOP3385-24,BBIOP3385-24,5123373,1742,447,1551,0.0,396.0,222.47388781431331,268.0,>BBIOP3385-24_r_1.5_s_100_BBIOP3385-24
94,BBIOP3397-24_r_1_s_100_BBIOP3397-24,BBIOP3397-24,4420874,2873,736,1581,0.0,476.0,330.7362428842505,355.0,>BBIOP3397-24_r_1_s_100_BBIOP3397-24
95,BBIOP3365-24_r_1.3_s_50_BBIOP3365-24,BBIOP3365-24,7387943,750,591,1536,0.0,96.0,54.447265625,51.0,>BBIOP3365-24_r_1.3_s_50_BBIOP3365-24
96,BBIOP3349-24_r_1_s_100_BBIOP3349-24,BBIOP3349-24,3475496,823,191,1533,43.0,122.0,72.54207436399217,74.0,>BBIOP3349-24_r_1_s_100_BBIOP3349-24
97,BBIOP3397-24_r_1.3_s_50_BBIOP3397-24,BBIOP3397-24,4420874,2705,736,1581,0.0,452.0,305.4800759013283,326.0,>BBIOP3397-24_r_1.3_s_50_BBIOP3397-24
98,BBIOP3347-24_r_1.5_s_50_BBIOP3347-24,BBIOP3347-24,3797400,2108,26,1530,72.0,380.0,163.94509803921568,159.0,>BBIOP3347-24_r_1.5_s_50_BBIOP3347-24
99,BBIOP3378-24_r_1.5_s_50_BBIOP3378-24,BBIOP3378-24,6184108,1910,1524,1530,0.0,301.0,204.4627450980392,220.0,>BBIOP3378-24_r_1.5_s_50_BBIOP3378-24
100,BBIOP3392-24_r_1.3_s_100_BBIOP3392-24,BBIOP3392-24,5780808,2317,528,1530,0.0,323.0,239.55686274509804,250.0,>BBIOP3392-24_r_1.3_s_100_BBIOP3392-24
101,BBIOP3367-24_r_1_s_50_BBIOP3367-24,BBIOP3367-24,5957771,2315,398,1533,96.0,268.0,167.70254403131116,154.0,>BBIOP3367-24_r_1_s_50_BBIOP3367-24
102,BBIOP3370-24_r_1.3_s_100_BBIOP3370-24,BBIOP3370-24,5780780,398,677,1503,3.0,79.0,24.33333333333333,21.0,>BBIOP3370-24_r_1.3_s_100_BBIOP3370-24
103,BBIOP3402-24_r_1_s_50_BBIOP3402-24,BBIOP3402-24,4121409,700,230,1530,47.0,110.0,68.38235294117646,69.0,>BBIOP3402-24_r_1_s_50_BBIOP3402-24
104,BBIOP3405-24_r_1_s_100_BBIOP3405-24,BBIOP3405-24,5111678,2053,465,1530,0.0,307.0,217.38039215686277,217.0,>BBIOP3405-24_r_1_s_100_BBIOP3405-24
105,BBIOP3388-24_r_1_s_100_BBIOP3388-24,BBIOP3388-24,5750107,608,38,1533,34.0,93.0,67.12915851272015,68.0,>BBIOP3388-24_r_1_s_100_BBIOP3388-24
106,BBIOP3354-24_r_1_s_50_BBIOP3354-24,BBIOP3354-24,6045334,1538,75,1530,54.0,161.0,105.66470588235296,104.0,>BBIOP3354-24_r_1_s_50_BBIOP3354-24
107,BBIOP3407-24_r_1.3_s_100_BBIOP3407-24,BBIOP3407-24,5872801,4234,19,1530,276.0,602.0,480.2392156862745,491.0,>BBIOP3407-24_r_1.3_s_100_BBIOP3407-24
108,BBIOP3405-24_r_1_s_50_BBIOP3405-24,BBIOP3405-24,5111678,2263,465,1530,0.0,309.0,223.4392156862745,222.5,>BBIOP3405-24_r_1_s_50_BBIOP3405-24
109,BBIOP3327-24_r_1.5_s_100_BBIOP3327-24,BBIOP3327-24,2908286,2423,119,1530,163.0,390.0,244.343137254902,240.0,>BBIOP3327-24_r_1.5_s_100_BBIOP3327-24
110,BBIOP3338-24_r_1.3_s_100_BBIOP3338-24,BBIOP3338-24,4209387,283,153,1536,0.0,45.0,21.171875,21.0,>BBIOP3338-24_r_1.3_s_100_BBIOP3338-24
111,BBIOP3385-24_r_1.5_s_50_BBIOP3385-24,BBIOP3385-24,5123373,1833,447,1551,0.0,396.0,225.16441005802707,268.0,>BBIOP3385-24_r_1.5_s_50_BBIOP3385-24
112,BBIOP3346-24_r_1.3_s_50_BBIOP3346-24,BBIOP3346-24,4158757,358,5,1530,9.0,44.0,24.937254901960785,23.0,>BBIOP3346-24_r_1.3_s_50_BBIOP3346-24
113,BBIOP3407-24_r_1_s_100_BBIOP3407-24,BBIOP3407-24,5872801,4266,19,1530,276.0,606.0,482.8764705882353,493.0,>BBIOP3407-24_r_1_s_100_BBIOP3407-24
114,BBIOP3357-24_r_1.3_s_50_BBIOP3357-24,BBIOP3357-24,4151584,316,516,1533,0.0,99.0,25.522504892367905,18.0,>BBIOP3357-24_r_1.3_s_50_BBIOP3357-24
115,BBIOP3328-24_r_1.3_s_50_BBIOP3328-24,BBIOP3328-24,5441920,1691,319,1530,0.0,211.0,154.67843137254903,166.0,>BBIOP3328-24_r_1.3_s_50_BBIOP3328-24
116,BBIOP3408-24_r_1_s_100_BBIOP3408-24,BBIOP3408-24,4961274,2411,388,1533,174.0,382.0,269.5949119373777,260.0,>BBIOP3408-24_r_1_s_100_BBIOP3408-24
117,BBIOP3359-24_r_1.3_s_100_BBIOP3359-24,BBIOP3359-24,824549,1803,2162,1533,0.0,768.0,180.89823874755385,7.0,>BBIOP3359-24_r_1.3_s_100_BBIOP3359-24
118,BBIOP3377-24_r_1.3_s_50_BBIOP3377-24,BBIOP3377-24,7074694,2937,1317,1530,165.0,368.0,246.8862745098039,243.0,>BBIOP3377-24_r_1.3_s_50_BBIOP3377-24
119,BBIOP3347-24_r_1.3_s_100_BBIOP3347-24,BBIOP3347-24,3797400,1974,26,1530,72.0,345.0,160.59607843137255,158.0,>BBIOP3347-24_r_1.3_s_100_BBIOP3347-24
120,BBIOP3407-24_r_1.5_s_100_BBIOP3407-24,BBIOP3407-24,5872801,3482,19,1530,54.0,600.0,395.4509803921569,430.0,>BBIOP3407-24_r_1.5_s_100_BBIOP3407-24
121,BBIOP3415-24_r_1_s_50_BBIOP3415-24,BBIOP3415-24,6257008,1247,24,1530,65.0,173.0,113.75490196078432,114.0,>BBIOP3415-24_r_1_s_50_BBIOP3415-24
122,BBIOP3366-24_r_1.5_s_50_BBIOP3366-24,BBIOP3366-24,6147769,2699,98,1533,113.0,400.0,190.26614481409,168.0,>BBIOP3366-24_r_1.5_s_50_BBIOP3366-24
123,BBIOP3336-24_r_1.5_s_100_BBIOP3336-24,BBIOP3336-24,7335947,688,82,1536,0.0,118.0,50.62109375,44.5,>BBIOP3336-24_r_1.5_s_100_BBIOP3336-24
124,BBIOP3345-24_r_1.5_s_50_BBIOP3345-24,BBIOP3345-24,7629809,1824,15,1530,106.0,246.0,150.69607843137254,149.0,>BBIOP3345-24_r_1.5_s_50_BBIOP3345-24
125,BBIOP3348-24_r_1.5_s_50_BBIOP3348-24,BBIOP3348-24,5391798,1613,302,1533,47.0,248.0,104.40508806262233,99.0,>BBIOP3348-24_r_1.5_s_50_BBIOP3348-24
126,BBIOP3354-24_r_1.3_s_100_BBIOP3354-24,BBIOP3354-24,6045334,1272,75,1530,49.0,145.0,94.97647058823529,93.0,>BBIOP3354-24_r_1.3_s_100_BBIOP3354-24
127,BBIOP3335-24_r_1.5_s_100_BBIOP3335-24,BBIOP3335-24,6352446,124,362,1536,0.0,33.0,8.615234375,7.0,>BBIOP3335-24_r_1.5_s_100_BBIOP3335-24
128,BBIOP3378-24_r_1.3_s_50_BBIOP3378-24,BBIOP3378-24,6184108,2261,1524,1530,0.0,307.0,238.5372549019608,243.0,>BBIOP3378-24_r_1.3_s_50_BBIOP3378-24
129,BBIOP3381-24_r_1_s_100_BBIOP3381-24,BBIOP3381-24,4772121,1358,198,1530,0.0,207.0,154.6705882352941,153.0,>BBIOP3381-24_r_1_s_100_BBIOP3381-24
130,BBIOP3329-24_r_1_s_50_BBIOP3329-24,BBIOP3329-24,4090106,1970,422,1530,133.0,251.0,195.97254901960784,195.0,>BBIOP3329-24_r_1_s_50_BBIOP3329-24
131,BBIOP3375-24_r_1_s_100_BBIOP3375-24,BBIOP3375-24,3965585,1451,273,1536,0.0,179.0,133.466796875,136.0,>BBIOP3375-24_r_1_s_100_BBIOP3375-24
132,BBIOP3343-24_r_1.5_s_100_BBIOP3343-24,BBIOP3343-24,4729170,602,220,1533,17.0,81.0,46.49706457925636,41.0,>BBIOP3343-24_r_1.5_s_100_BBIOP3343-24
133,BBIOP3376-24_r_1.5_s_50_BBIOP3376-24,BBIOP3376-24,4460160,75,294,1530,0.0,33.0,3.3745098039215686,1.0,>BBIOP3376-24_r_1.5_s_50_BBIOP3376-24
