Sample ID	Sex	Reproduction	Life Stage	Extra Info	Notes	Voucher Status	Tissue Descriptor	External URLs	Associated Taxa	Associated Specimens
BGE_00123_H01	N	S					TERMINAL_BODY			
BGE_00123_H02	N	S					TERMINAL_BODY			
BGE_00123_H03	N	S					TERMINAL_BODY			
BGE_00123_H04	N	S					TERMINAL_BODY			
BGE_00123_H05	N	S					TERMINAL_BODY			
BGE_00123_H06	N	S					TERMINAL_BODY			
BGE_00123_H07	N	S					TERMINAL_BODY			
BGE_00123_H08	N	S					FEW LEGS			
BGE_00123_H09	N	S					BODY_PART + FEW LEGS			
BGE_00123_H10	N	S					FEW LEGS			
BGE_00123_H11	N	S					1 LEG			
BGE_00844_A01	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A02	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A03	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A04	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A05	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A06	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A07	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A08	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A09	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A10	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A11	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_A12	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B01	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B02	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B03	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B04	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B05	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B06	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B07	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B08	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B09	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B10	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B11	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_B12	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C01	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C02	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C03	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C04	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C05	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C06	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C07	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C08	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C09	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C10	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C11	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_C12	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D01	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D02	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D03	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D04	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D05	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D06	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D07	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D08	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D09	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D10	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D11	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_D12	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E01	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E02	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E03	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E04	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E05	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E06	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E07	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E08	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E09	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E10	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E11	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_E12	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F01	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F02	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F03	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F04	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F05	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F06	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F07	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F08	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F09	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F10	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F11	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_F12	M	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00844_G01	F	O				Preserved in 96% ethanol and stored at -20degC	Leg			
BGE_00122_A01	N	S								
BGE_00122_A02	F	S								
BGE_00122_A03	F	S								
BGE_00122_A04	M	S								
BGE_00122_A05	M	S								
BGE_00122_A06	F	S								
BGE_00122_A07	F	S								
BGE_00122_A08	N	S								
BGE_00122_A09	F	S								
BGE_00122_A10	F	S								
BGE_00122_A11	N	S								
BGE_00122_A12	F	S								
BGE_00122_B01	N	S								
BGE_00122_B02	N	S								
BGE_00122_B03	F	S								
BGE_00122_B04	F	S								
BGE_00122_B05	M	S								
BGE_00122_B06	N	S								
BGE_00122_B07	N	S								
BGE_00122_B08	N	S								
BGE_00122_B09	N	S								
BGE_00122_B10	N	S								
BGE_00122_B11	M	S								
BGE_00122_B12	F	S								
BGE_00122_C01	F	S								
BGE_00122_C02	N	S								
BGE_00122_C03	N	S								
BGE_00122_C04	N	S								
BGE_00122_C05	N	S								
BGE_00122_C06	N	S								
BGE_00122_C07	M	S								
BGE_00122_C08	F	S								
BGE_00122_C09	M	S								
BGE_00122_C10	N	S								
BGE_00122_C11	M	S								
BGE_00122_C12	N	S								
BGE_00122_D01	N	S								
BGE_00122_D02	N	S								
BGE_00122_D03	N	S								
BGE_00122_D04	N	S								
BGE_00122_D05	N	S								
BGE_00122_D06	F	S								
BGE_00122_D07	F	S								
BGE_00122_D08	F	S								
BGE_00122_D09	F	S								
BGE_00122_D10	M	S								
BGE_00122_D11	F	S								
BGE_00122_D12	N	S								
BGE_00122_E01	F	S								
BGE_00122_E02	M	S								
BGE_00122_E03	N	S								
BGE_00122_E04	M	S								
BGE_00122_E05	M	S								
BGE_00122_E06	M	S								
BGE_00122_E07	M	S								
BGE_00122_E08	N	S								
BGE_00122_E09	N	S								
BGE_00122_E10	N	S								
BGE_00122_E11	N	S								
BGE_00122_E12	N	S								
BGE_00122_F01	N	S								
BGE_00122_F02	N	S								
BGE_00122_F03	N	S								
BGE_00122_F04	N	S								
BGE_00122_F05	N	S								
BGE_00122_F06	N	S								
BGE_00122_F07	N	S								
BGE_00122_F08	N	S								
BGE_00122_F09	N	S								
BGE_00122_F10	N	S								
BGE_00122_F11	N	S								
BGE_00122_F12	N	S								
BGE_00122_G01	N	S								
BGE_00122_G02	N	S								
BGE_00122_G03	N	S								
BGE_00122_G04	N	S								
BGE_00122_G05	N	S								
BGE_00122_G06	N	S								
BGE_00122_G07	N	S								
BGE_00122_G08	N	S								
BGE_00122_G09	N	S								
BGE_00122_G10	N	S								
BGE_00122_G11	N	S								
BGE_00122_G12	N	S								
BGE_00122_H01	N	S								
BGE_00122_H02	F	S								
BGE_00122_H03	N	S								
BGE_00122_H04	N	S								
BGE_00122_H05	N	S								
BGE_00122_H06	N	S								
BGE_00122_H07	N	S								
BGE_00122_H08	N	S								
BGE_00122_H09	N	S								
BGE_00122_H10	N	S								
BGE_00122_H11	N	S								
BGE_00127_A01	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198658
BGE_00127_A02	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198659
BGE_00127_A03	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198660
BGE_00127_A04	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198661
BGE_00127_A05	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198662
BGE_00127_A06	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198663
BGE_00127_A07	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198665
BGE_00127_A08	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198664
BGE_00127_A09	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198666
BGE_00127_A10	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198667
BGE_00127_A11	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198668
BGE_00127_A12	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198669
BGE_00127_B01	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:BRY:198670
BGE_00127_B02	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.1
BGE_00127_B03	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.2
BGE_00127_B04	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.3
BGE_00127_B05	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.4
BGE_00127_B06	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.5
BGE_00127_B07	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.6
BGE_00127_B08	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.7
BGE_00127_B09	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.8
BGE_00127_B10	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.9
BGE_00127_B11	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.10
BGE_00127_B12	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.11
BGE_00127_C01	N	A				Vouchered:Registered Collection	Dry			
BGE_00127_C02	N	A				Vouchered:Registered Collection	Dry			
BGE_00127_C03	N	A				Vouchered:Registered Collection	Dry			
BGE_00127_C04	N	A				Vouchered:Registered Collection	Dry			
BGE_00127_C05	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM-MYC_038833
BGE_00127_C06	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM-MYC 039053
BGE_00127_C07	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM-MYC 039052
BGE_00127_C08	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97233
BGE_00127_C09	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97235
BGE_00127_C10	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97237
BGE_00127_C11	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97239
BGE_00127_C12	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97241
BGE_00127_D01	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97243
BGE_00127_D02	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97245
BGE_00127_D03	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97247
BGE_00127_D04	N	A				Vouchered:Registered Collection	Dry		whole organism	HNHM:LIC:97249
BGE_00127_D05	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.12
BGE_00127_D06	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.13
BGE_00127_D07	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.14
BGE_00127_D08	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.15
BGE_00127_D09	N	S				Vouchered:Registered Collection	Dry		whole organism	HNHM-HCP_Gy.N. 1179.16
BGE_00479_A01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_A12						To Be Vouchered:Holdup/Private	ascoma			
BGE_00479_B01						To Be Vouchered:Holdup/Private	ascoma			
BGE_00479_B02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_B12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_C12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_D12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_E12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_F12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G06						To Be Vouchered:Holdup/Private	ascoma			
BGE_00479_G07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_G12						To Be Vouchered:Holdup/Private	ascoma			
BGE_00479_H01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H05						To Be Vouchered:Holdup/Private	ascoma			
BGE_00479_H06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H07						To Be Vouchered:Holdup/Private	ascoma			
BGE_00479_H08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00479_H11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A05						To Be Vouchered:Holdup/Private	ascoma			
BGE_00481_A06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_A12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_B12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C04						To Be Vouchered:Holdup/Private	ascoma			
BGE_00481_C05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_C12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_D12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_E12						To Be Vouchered:Holdup/Private	ascoma			
BGE_00481_F01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F04						To Be Vouchered:Holdup/Private	ascoma			
BGE_00481_F05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_F12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_G12						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H01						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H02						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H03						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H04						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H05						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H06						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H07						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H08						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H09						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H10						To Be Vouchered:Holdup/Private	basidioma			
BGE_00481_H11						To Be Vouchered:Holdup/Private	basidioma			
BGE_00478_A01						To Be	basidioma			
BGE_00478_A02						To Be	basidioma			
BGE_00478_A03						To Be	basidioma			
BGE_00478_A04						To Be	basidioma			
BGE_00478_A05						To Be	basidioma			
BGE_00478_A06						To Be	basidioma			
BGE_00478_A07						To Be	basidioma			
BGE_00478_A08						To Be	basidioma			
BGE_00478_A09						To Be	basidioma			
BGE_00478_A10						To Be	basidioma			
BGE_00478_A11						To Be	basidioma			
BGE_00478_A12						To Be	basidioma			
BGE_00478_B01						To Be	basidioma			
BGE_00478_B02						To Be	basidioma			
BGE_00478_B03						To Be	basidioma			
BGE_00478_B04						To Be	basidioma			
BGE_00478_B05						To Be	basidioma			
BGE_00478_B06						To Be	basidioma			
BGE_00478_B07						To Be	basidioma			
BGE_00478_B08						To Be	basidioma			
BGE_00478_B09						To Be	basidioma			
BGE_00478_B10						To Be	basidioma			
BGE_00478_B11						To Be	basidioma			
BGE_00478_B12						To Be	basidioma			
BGE_00478_C01						To Be	basidioma			
BGE_00478_C02						To Be	basidioma			
BGE_00478_C03						To Be	basidioma			
BGE_00478_C04						To Be	basidioma			
BGE_00478_C05						To Be	basidioma			
BGE_00478_C06						To Be	basidioma			
BGE_00478_C07						To Be	basidioma			
BGE_00478_C08						To Be	basidioma			
BGE_00478_C09						To Be	basidioma			
BGE_00478_C10						To Be	basidioma			
BGE_00478_C11						To Be	basidioma			
BGE_00478_C12						To Be	basidioma			
BGE_00478_D01						To Be	basidioma			
BGE_00478_D02						To Be	basidioma			
BGE_00478_D03						To Be	basidioma			
