ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	586	1434	Theridiidae,Salticidae,Chernetidae,Withiidae,Neobisiidae	BSCRO011-24_r_1.3_s_50	Rhacochelifer corcyrensis	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	576	1293	Theridiidae,Lycosidae,Salticidae,Chernetidae,Withiidae,Neobisiidae	BSCRO011-24_r_1.3_s_100	Rhacochelifer corcyrensis	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	442	1059	Pisauridae,Salticidae,Pygmephoridae,Chernetidae,Withiidae	BSCRO011-24_r_1.5_s_50	Rhacochelifer corcyrensis	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	417	1002	Pisauridae,Salticidae,Pygmephoridae,Chernetidae,Withiidae	BSCRO011-24_r_1.5_s_100	Rhacochelifer corcyrensis	0
0	13	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	182	1092	Araneidae	BSCRO012-24_r_1_s_50	Rhacochelifer corcyrensis	0
0	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	183	1029	Araneidae	BSCRO012-24_r_1_s_100	Rhacochelifer corcyrensis	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	153	513	Araneidae	BSCRO012-24_r_1.3_s_50	Rhacochelifer corcyrensis	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	138	453	Araneidae	BSCRO012-24_r_1.3_s_100	Rhacochelifer corcyrensis	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	153	342	Araneidae	BSCRO012-24_r_1.5_s_50	Rhacochelifer corcyrensis	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	152	291	Araneidae	BSCRO012-24_r_1.5_s_100	Rhacochelifer corcyrensis	0
0	11	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	197	813		BSCRO013-24_r_1_s_50	Rhacochelifer disjunctus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	212	774		BSCRO013-24_r_1_s_100	Rhacochelifer disjunctus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	125	306		BSCRO013-24_r_1.3_s_50	Rhacochelifer disjunctus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	136	207		BSCRO013-24_r_1.3_s_100	Rhacochelifer disjunctus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	54	129		BSCRO013-24_r_1.5_s_50	Rhacochelifer disjunctus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	1	60		BSCRO013-24_r_1.5_s_100	Rhacochelifer disjunctus	0
12	23	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	602	1422	Cheliferidae	BSCRO014-24_r_1_s_50	Rhacochelifer maculatus	0
2	8	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	481	1227	Cheliferidae	BSCRO014-24_r_1_s_100	Rhacochelifer maculatus	0
1	6	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	360	819	Oppiidae,Cheliferidae	BSCRO014-24_r_1.3_s_50	Rhacochelifer maculatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	335	573	Oppiidae,Cheliferidae	BSCRO014-24_r_1.3_s_100	Rhacochelifer maculatus	0
0	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	270	630	Oppiidae,Cheliferidae	BSCRO014-24_r_1.5_s_50	Rhacochelifer maculatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	216	471	Oppiidae,Cheliferidae	BSCRO014-24_r_1.5_s_100	Rhacochelifer maculatus	1
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	418	1302	Oppiidae,Cheliferidae,Phrynidae	BSCRO015-24_r_1_s_50	Rhacochelifer maculatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	423	1155	Hydrodromidae,Aturidae,Oppiidae,Gonyleptidae,Phrynidae	BSCRO015-24_r_1_s_100	Rhacochelifer maculatus	0
3	9	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	412	1005	Salticidae,Sarcoptidae,Hypochthoniidae,Galeodidae,Assamiidae	BSCRO015-24_r_1.3_s_50	Rhacochelifer maculatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	280	747	Salticidae,Ixodidae,Rhinonyssidae,Hypochthoniidae,Galeodidae	BSCRO015-24_r_1.3_s_100	Rhacochelifer maculatus	0
0	6	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	136	657	Salticidae,Sarcoptidae	BSCRO015-24_r_1.5_s_50	Rhacochelifer maculatus	2
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	76	468	Salticidae,Ixodidae,Rhinonyssidae	BSCRO015-24_r_1.5_s_100	Rhacochelifer maculatus	0
1	27	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	653	1521	Cheliferidae	BSCRO016-24_r_1_s_50	Rhacochelifer maculatus	0
0	17	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	653	1455	Cheliferidae	BSCRO016-24_r_1_s_100	Rhacochelifer maculatus	0
13	13	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	653	1395	Cheliferidae	BSCRO016-24_r_1.3_s_50	Rhacochelifer maculatus	0
13	13	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	653	1329	Cheliferidae	BSCRO016-24_r_1.3_s_100	Rhacochelifer maculatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	347	1146	Cheliferidae	BSCRO016-24_r_1.5_s_50	Rhacochelifer maculatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cheliferidae	BLAST	family	COI-5P	469	1050	Cheliferidae	BSCRO016-24_r_1.5_s_100	Rhacochelifer maculatus	2
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae,Cheliferidae,Neobisiidae	BSCRO017-24_r_1_s_50	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae,Cheliferidae,Neobisiidae	BSCRO017-24_r_1_s_100	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1446	Chernetidae,Cheliferidae,Neobisiidae	BSCRO017-24_r_1.3_s_50	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1443	Chernetidae,Cheliferidae,Neobisiidae	BSCRO017-24_r_1.3_s_100	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	633	1425	Chernetidae,Cheliferidae,Neobisiidae	BSCRO017-24_r_1.5_s_50	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	633	1392	Chernetidae,Cheliferidae,Neobisiidae	BSCRO017-24_r_1.5_s_100	Allochernes masi	0
12	39	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	650	1470	Chernetidae	BSCRO018-24_r_1_s_50	Allochernes masi	0
9	31	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	651	1470	Chernetidae	BSCRO018-24_r_1_s_100	Allochernes masi	0
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1413	Chernetidae,Cheliferidae,Neobisiidae	BSCRO018-24_r_1.3_s_50	Allochernes masi	0
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1413	Chernetidae,Cheliferidae,Neobisiidae	BSCRO018-24_r_1.3_s_100	Allochernes masi	0
1	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	395	1140	Theridiidae,Amaurobiidae,Ixodidae,Withiidae,Neobisiidae	BSCRO018-24_r_1.5_s_50	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	384	1074	Theridiidae,Amaurobiidae,Ixodidae,Withiidae,Neobisiidae	BSCRO018-24_r_1.5_s_100	Allochernes masi	0
7	29	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	641	1434	Chernetidae,Cheliferidae	BSCRO019-24_r_1_s_50	Allochernes masi	0
8	14	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	641	1422	Chernetidae,Cheliferidae	BSCRO019-24_r_1_s_100	Allochernes masi	0
1	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	607	1353	Ixodidae,Cheliferidae,Withiidae,Neobisiidae	BSCRO019-24_r_1.3_s_50	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	547	1290	Ixodidae,Cheliferidae,Withiidae,Neobisiidae	BSCRO019-24_r_1.3_s_100	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	434	1185	Theridiidae,Amaurobiidae,Ixodidae,Withiidae,Neobisiidae	BSCRO019-24_r_1.5_s_50	Allochernes masi	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	426	1092	Theridiidae,Amaurobiidae,Ixodidae,Withiidae,Neobisiidae	BSCRO019-24_r_1.5_s_100	Allochernes masi	0
0	5	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	252	1080		BSCRO020-24_r_1_s_50	Allochernes solarii	0
0	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	250	858		BSCRO020-24_r_1_s_100	Allochernes solarii	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	79	561		BSCRO020-24_r_1.3_s_50	Allochernes solarii	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	79	432		BSCRO020-24_r_1.3_s_100	Allochernes solarii	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	80	270		BSCRO020-24_r_1.5_s_50	Allochernes solarii	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	79	153		BSCRO020-24_r_1.5_s_100	Allochernes solarii	0
