ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1054-24_r_1_s_50	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1054-24_r_1_s_100	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1054-24_r_1.3_s_50	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1054-24_r_1.3_s_100	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	504	1278	Braconidae	BGENL1054-24_r_1.5_s_50	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	504	1221	Braconidae	BGENL1054-24_r_1.5_s_100	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1055-24_r_1_s_50	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1055-24_r_1_s_100	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1055-24_r_1.3_s_50	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1055-24_r_1.3_s_100	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	639	1413	Braconidae	BGENL1055-24_r_1.5_s_50	Blacus tripudians	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	588	1305	Braconidae	BGENL1055-24_r_1.5_s_100	Blacus tripudians	0
10	25	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	610	1363	Tettigoniidae,Acrididae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Psychodidae,Vespidae,Tetracampidae	BGENL1056-24_r_1_s_50	Blacus tripudians	0
4	18	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	480	1309	Acrididae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Psychodidae,Vespidae,Tetracampidae	BGENL1056-24_r_1_s_100	Blacus tripudians	0
0	13	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	119	633	Acrididae,Braconidae	BGENL1056-24_r_1.3_s_50	Blacus tripudians	0
0	10	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	99	513	Acrididae,Braconidae	BGENL1056-24_r_1.3_s_100	Blacus tripudians	0
0	6	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	119	564	Acrididae,Reduviidae,Scarabaeidae,Chrysomelidae,Tephritidae	BGENL1056-24_r_1.5_s_50	Blacus tripudians	0
0	6	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	99	513	Acrididae,Reduviidae,Scarabaeidae,Chrysomelidae,Tephritidae	BGENL1056-24_r_1.5_s_100	Blacus tripudians	0
0	9	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	237	1068		BGENL1057-24_r_1_s_50	Bracon arcuatus	0
1	11	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	232	993		BGENL1057-24_r_1_s_100	Bracon arcuatus	0
1	8	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	275	390		BGENL1057-24_r_1.3_s_50	Bracon arcuatus	0
1	8	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	203	300		BGENL1057-24_r_1.3_s_100	Bracon arcuatus	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	123	159		BGENL1057-24_r_1.5_s_50	Bracon arcuatus	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	122	123		BGENL1057-24_r_1.5_s_100	Bracon arcuatus	0
0	17	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	13	363		BGENL1058-24_r_1_s_50	Bracon arcuatus	0
0	1	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	23	159		BGENL1058-24_r_1_s_100	Bracon arcuatus	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	23	117		BGENL1058-24_r_1.3_s_50	Bracon arcuatus	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	23	117		BGENL1058-24_r_1.3_s_100	Bracon arcuatus	0
None	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	Local BLAST failed for sequence ''	Braconidae	BLAST	family	COI-5P	None	0		BGENL1058-24_r_1.5_s_50	Bracon arcuatus	0
None	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	Local BLAST failed for sequence ''	Braconidae	BLAST	family	COI-5P	None	0		BGENL1058-24_r_1.5_s_100	Bracon arcuatus	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1059-24_r_1_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1059-24_r_1_s_100	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1059-24_r_1.3_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1059-24_r_1.3_s_100	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1059-24_r_1.5_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1059-24_r_1.5_s_100	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1060-24_r_1_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1060-24_r_1_s_100	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1060-24_r_1.3_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1060-24_r_1.3_s_100	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1060-24_r_1.5_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1060-24_r_1.5_s_100	Habrobracon brevicornis	0
11	43	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1061-24_r_1_s_50	Habrobracon brevicornis	0
4	6	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1061-24_r_1_s_100	Habrobracon brevicornis	0
3	3	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1061-24_r_1.3_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1061-24_r_1.3_s_100	Habrobracon brevicornis	0
4	4	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1061-24_r_1.5_s_50	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1061-24_r_1.5_s_100	Habrobracon brevicornis	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1062-24_r_1_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1062-24_r_1_s_100	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1062-24_r_1.3_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1062-24_r_1.3_s_100	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1062-24_r_1.5_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1062-24_r_1.5_s_100	Habrobracon hebetor	0
0	5	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1063-24_r_1_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1063-24_r_1_s_100	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1063-24_r_1.3_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1063-24_r_1.3_s_100	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1063-24_r_1.5_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1063-24_r_1.5_s_100	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1064-24_r_1_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1064-24_r_1_s_100	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1064-24_r_1.3_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1064-24_r_1.3_s_100	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1064-24_r_1.5_s_50	Habrobracon hebetor	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1533	Braconidae	BGENL1064-24_r_1.5_s_100	Habrobracon hebetor	0
4	4	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1065-24_r_1_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1065-24_r_1_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1065-24_r_1.3_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1065-24_r_1.3_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1503	Braconidae	BGENL1065-24_r_1.5_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1503	Braconidae	BGENL1065-24_r_1.5_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1066-24_r_1_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1066-24_r_1_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1066-24_r_1.3_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1536	Braconidae	BGENL1066-24_r_1.3_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1494	Braconidae	BGENL1066-24_r_1.5_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	657	1476	Braconidae	BGENL1066-24_r_1.5_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	655	1536	Braconidae	BGENL1067-24_r_1_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	655	1536	Braconidae	BGENL1067-24_r_1_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	655	1536	Braconidae	BGENL1067-24_r_1.3_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	655	1536	Braconidae	BGENL1067-24_r_1.3_s_100	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	655	1488	Braconidae	BGENL1067-24_r_1.5_s_50	Bracon caudiger	0
0	0	data/BGE00179_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	COI-5P	655	1488	Braconidae	BGENL1067-24_r_1.5_s_100	Bracon caudiger	0
