ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	530	1173	Carabidae,Staphylinidae,Endomychidae,Syrphidae,Crambidae,Inocelliidae	BBIOP2382-24_r_1.5_s_100	Hybalus benoiti	0
7	37	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	573	1368	Ephemerellidae,Elateridae,Ciidae	BBIOP2383-24_r_1_s_50	Hybalus benoiti	0
10	49	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	495	1152	Asilidae,Anthomyiidae,Coleophoridae	BBIOP2383-24_r_1_s_100	Hybalus benoiti	0
25	55	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	537	1140	Asilidae,Anthomyiidae,Coleophoridae	BBIOP2383-24_r_1.3_s_50	Hybalus benoiti	0
22	48	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	459	939	Tettigoniidae,Asilidae,Coleophoridae	BBIOP2383-24_r_1.3_s_100	Hybalus benoiti	0
4	8	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	429	807	Culicidae,Chironomidae,Lycaenidae,Geometridae	BBIOP2383-24_r_1.5_s_50	Hybalus benoiti	0
3	4	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	426	675	Anthocoridae,Culicidae,Chironomidae,Geometridae	BBIOP2383-24_r_1.5_s_100	Hybalus benoiti	0
26	50	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Scarabaeidae,Geotrupidae	BBIOP2384-24_r_1_s_50	Hybalus bigibber	0
15	32	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	599	1473	Scarabaeidae,Geotrupidae	BBIOP2384-24_r_1_s_100	Hybalus bigibber	0
3	26	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	632	1509	Hydraenidae,Scarabaeidae,Ochodaeidae	BBIOP2384-24_r_1.3_s_50	Hybalus bigibber	0
1	4	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	536	1407	Scarabaeidae,Salpingidae,Panorpidae	BBIOP2384-24_r_1.3_s_100	Hybalus bigibber	0
3	5	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	597	1470	Staphylinidae,Scarabaeidae,Geotrupidae	BBIOP2384-24_r_1.5_s_50	Hybalus bigibber	0
2	6	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	537	1407	Scarabaeidae,Geotrupidae	BBIOP2384-24_r_1.5_s_100	Hybalus bigibber	0
2	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BBIOP2385-24_r_1_s_50	Hybalus bigibber	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BBIOP2385-24_r_1_s_100	Hybalus bigibber	0
2	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BBIOP2385-24_r_1.3_s_50	Hybalus bigibber	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BBIOP2385-24_r_1.3_s_100	Hybalus bigibber	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1461	Staphylinidae,Scarabaeidae	BBIOP2385-24_r_1.5_s_50	Hybalus bigibber	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1392	Staphylinidae,Scarabaeidae	BBIOP2385-24_r_1.5_s_100	Hybalus bigibber	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Hydraenidae,Scarabaeidae,Geotrupidae	BBIOP2386-24_r_1_s_50	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Hydraenidae,Scarabaeidae,Geotrupidae	BBIOP2386-24_r_1_s_100	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Hydraenidae,Scarabaeidae,Geotrupidae	BBIOP2386-24_r_1.3_s_50	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Hydraenidae,Scarabaeidae,Geotrupidae	BBIOP2386-24_r_1.3_s_100	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Staphylinidae,Hydraenidae,Scarabaeidae,Geotrupidae	BBIOP2386-24_r_1.5_s_50	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Staphylinidae,Hydraenidae,Scarabaeidae,Geotrupidae	BBIOP2386-24_r_1.5_s_100	Hybalus ameliae	0
21	55	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Tenebrionidae,Dermestidae,Pallopteridae	BBIOP2387-24_r_1_s_50	Hybalus ameliae	0
12	43	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Hydrophilidae,Staphylinidae,Hydraenidae,Scarabaeidae,Lucanidae,Syrphidae	BBIOP2387-24_r_1_s_100	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Geotrupidae	BBIOP2387-24_r_1.3_s_50	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Geotrupidae	BBIOP2387-24_r_1.3_s_100	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Geotrupidae	BBIOP2387-24_r_1.5_s_50	Hybalus ameliae	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Staphylinidae,Scarabaeidae,Geotrupidae	BBIOP2387-24_r_1.5_s_100	Hybalus ameliae	0
7	22	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ochodaeidae	BLAST	family	COI-5P	635	1320	Hybosoridae,Melyridae,Curculionidae,Tenthredinidae,Xyloryctidae	BBIOP2388-24_r_1_s_50	Ochodaeus chrysomeloides	0
0	7	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ochodaeidae	BLAST	family	COI-5P	494	1140	Cicadellidae,Melyridae,Apidae,Formicidae,Tenthredinidae	BBIOP2388-24_r_1_s_100	Ochodaeus chrysomeloides	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ochodaeidae	BLAST	family	COI-5P	535	1077	Limoniidae	BBIOP2388-24_r_1.3_s_50	Ochodaeus chrysomeloides	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ochodaeidae	BLAST	family	COI-5P	240	828	Cicadellidae,Melyridae,Apidae,Formicidae,Tenthredinidae	BBIOP2388-24_r_1.3_s_100	Ochodaeus chrysomeloides	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ochodaeidae	BLAST	family	COI-5P	225	504	Corixidae,Elmidae,Curculionidae	BBIOP2388-24_r_1.5_s_50	Ochodaeus chrysomeloides	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ochodaeidae	BLAST	family	COI-5P	89	324	Corixidae,Elmidae,Curculionidae	BBIOP2388-24_r_1.5_s_100	Ochodaeus chrysomeloides	0
4	12	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	546	1329	Cicadidae,Histeridae,Cerambycidae,Culicidae,Agromyzidae,Tephritidae	BBIOP2389-24_r_1_s_50	Eremazus unistriatus	0
0	12	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	546	1314		BBIOP2389-24_r_1_s_100	Eremazus unistriatus	0
7	13	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	349	933	Reduviidae	BBIOP2389-24_r_1.3_s_50	Eremazus unistriatus	0
2	7	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	167	774	Reduviidae	BBIOP2389-24_r_1.3_s_100	Eremazus unistriatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	131	663	Reduviidae	BBIOP2389-24_r_1.5_s_50	Eremazus unistriatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	131	543	Reduviidae	BBIOP2389-24_r_1.5_s_100	Eremazus unistriatus	0
22	36	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1533	Staphylinidae,Silphidae,Scarabaeidae,Dermestidae	BBIOP2390-24_r_1_s_50	Eremazus unistriatus	0
9	39	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1506	Silphidae,Zopheridae,Curculionidae,Tephritidae	BBIOP2390-24_r_1_s_100	Eremazus unistriatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1482	Staphylinidae,Scarabaeidae,Dermestidae,Syrphidae	BBIOP2390-24_r_1.3_s_50	Eremazus unistriatus	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1407	Staphylinidae,Scarabaeidae,Dermestidae,Syrphidae	BBIOP2390-24_r_1.3_s_100	Eremazus unistriatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1425	Staphylinidae,Scarabaeidae,Dermestidae,Syrphidae	BBIOP2390-24_r_1.5_s_50	Eremazus unistriatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1326	Staphylinidae,Scarabaeidae,Dermestidae,Syrphidae	BBIOP2390-24_r_1.5_s_100	Eremazus unistriatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae	BBIOP2391-24_r_1_s_50	Anoxia arenbergeni	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae	BBIOP2391-24_r_1_s_100	Anoxia arenbergeni	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae	BBIOP2391-24_r_1.3_s_50	Anoxia arenbergeni	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae	BBIOP2391-24_r_1.3_s_100	Anoxia arenbergeni	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae	BBIOP2391-24_r_1.5_s_50	Anoxia arenbergeni	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1479	Scarabaeidae	BBIOP2391-24_r_1.5_s_100	Anoxia arenbergeni	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Scarabaeidae	BBIOP2392-24_r_1_s_50	Anoxia asiatica	0
0	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Scarabaeidae	BBIOP2392-24_r_1_s_100	Anoxia asiatica	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Scarabaeidae	BBIOP2392-24_r_1.3_s_50	Anoxia asiatica	0
0	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Scarabaeidae	BBIOP2392-24_r_1.3_s_100	Anoxia asiatica	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1500	Scarabaeidae	BBIOP2392-24_r_1.5_s_50	Anoxia asiatica	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1440	Scarabaeidae	BBIOP2392-24_r_1.5_s_100	Anoxia asiatica	0
2	16	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Scarabaeidae	BBIOP2393-24_r_1_s_50	Anoxia asiatica	0
7	22	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1512	Hydraenidae,Scarabaeidae	BBIOP2393-24_r_1_s_100	Anoxia asiatica	0
0	6	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Scarabaeidae	BBIOP2393-24_r_1.3_s_50	Anoxia asiatica	0
0	15	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1512	Hydraenidae,Scarabaeidae	BBIOP2393-24_r_1.3_s_100	Anoxia asiatica	0
0	4	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1524	Scarabaeidae	BBIOP2393-24_r_1.5_s_50	Anoxia asiatica	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1446	Scarabaeidae	BBIOP2393-24_r_1.5_s_100	Anoxia asiatica	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae,Geotrupidae	BBIOP2394-24_r_1_s_50	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae,Geotrupidae	BBIOP2394-24_r_1_s_100	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae,Geotrupidae	BBIOP2394-24_r_1.3_s_50	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae,Geotrupidae	BBIOP2394-24_r_1.3_s_100	Anoxia australis	0
